IP地址,端口,TLS,数据中心,地区,城市,网络延迟,下载速度
8.222.181.117,2096,true,SIN,Asia Pacific,Singapore,219 ms,5362 kB/s
47.236.17.193,2087,true,SIN,Asia Pacific,Singapore,233 ms,5355 kB/s
47.237.83.20,2096,true,SIN,Asia Pacific,Singapore,226 ms,5337 kB/s
47.236.237.90,2053,true,SIN,Asia Pacific,Singapore,237 ms,5331 kB/s
47.237.14.220,8443,true,SIN,Asia Pacific,Singapore,232 ms,5330 kB/s
47.236.202.91,2053,true,SIN,Asia Pacific,Singapore,229 ms,5328 kB/s
47.236.104.11,2083,true,SIN,Asia Pacific,Singapore,229 ms,5326 kB/s
47.236.75.113,2053,true,SIN,Asia Pacific,Singapore,236 ms,5323 kB/s
47.76.146.1,2087,true,HKG,Asia Pacific,Hong Kong,61 ms,5263 kB/s
47.236.83.239,2087,true,SIN,Asia Pacific,Singapore,230 ms,5240 kB/s
47.236.205.188,2096,true,SIN,Asia Pacific,Singapore,230 ms,5221 kB/s
47.236.10.182,2053,true,SIN,Asia Pacific,Singapore,234 ms,5215 kB/s
47.236.168.17,2083,true,SIN,Asia Pacific,Singapore,233 ms,5187 kB/s
47.237.95.140,2096,true,SIN,Asia Pacific,Singapore,243 ms,5183 kB/s
47.237.11.182,2083,true,SIN,Asia Pacific,Singapore,216 ms,5181 kB/s
47.237.82.15,2083,true,SIN,Asia Pacific,Singapore,240 ms,5163 kB/s
47.236.202.91,2096,true,SIN,Asia Pacific,Singapore,234 ms,5161 kB/s
8.211.12.62,443,true,FRA,Europe,Frankfurt,277 ms,5134 kB/s
47.236.9.152,2053,true,SIN,Asia Pacific,Singapore,229 ms,5132 kB/s
47.236.202.91,2087,true,SIN,Asia Pacific,Singapore,238 ms,5129 kB/s
47.236.180.51,2083,true,SIN,Asia Pacific,Singapore,242 ms,5128 kB/s
47.236.205.188,2083,true,SIN,Asia Pacific,Singapore,220 ms,5093 kB/s
47.236.144.156,8443,true,SIN,Asia Pacific,Singapore,226 ms,5069 kB/s
47.237.11.182,2096,true,SIN,Asia Pacific,Singapore,232 ms,5061 kB/s
47.236.146.249,2053,true,SIN,Asia Pacific,Singapore,234 ms,5045 kB/s
47.236.10.100,2087,true,SIN,Asia Pacific,Singapore,232 ms,5040 kB/s
47.237.95.13,2053,true,SIN,Asia Pacific,Singapore,225 ms,5036 kB/s
47.236.174.206,2053,true,SIN,Asia Pacific,Singapore,228 ms,5029 kB/s
47.236.5.223,2083,true,SIN,Asia Pacific,Singapore,237 ms,4969 kB/s
47.237.82.15,8443,true,SIN,Asia Pacific,Singapore,223 ms,4961 kB/s
47.236.254.120,2096,true,SIN,Asia Pacific,Singapore,246 ms,4955 kB/s
47.237.11.182,2053,true,SIN,Asia Pacific,Singapore,225 ms,4933 kB/s
47.237.0.31,2096,true,SIN,Asia Pacific,Singapore,230 ms,4923 kB/s
47.236.144.208,2087,true,SIN,Asia Pacific,Singapore,253 ms,4907 kB/s
47.236.144.196,2083,true,SIN,Asia Pacific,Singapore,229 ms,4904 kB/s
47.76.159.146,2087,true,HKG,Asia Pacific,Hong Kong,60 ms,4888 kB/s
47.236.93.176,2053,true,SIN,Asia Pacific,Singapore,220 ms,4871 kB/s
47.236.237.90,2096,true,SIN,Asia Pacific,Singapore,239 ms,4857 kB/s
47.236.102.102,2083,true,SIN,Asia Pacific,Singapore,257 ms,4856 kB/s
47.237.10.1,2083,true,SIN,Asia Pacific,Singapore,228 ms,4853 kB/s
47.237.94.140,8443,true,SIN,Asia Pacific,Singapore,225 ms,4852 kB/s
47.237.95.156,8443,true,SIN,Asia Pacific,Singapore,234 ms,4847 kB/s
47.237.81.112,8443,true,SIN,Asia Pacific,Singapore,250 ms,4844 kB/s
47.237.10.1,2087,true,SIN,Asia Pacific,Singapore,239 ms,4820 kB/s
47.236.104.11,2087,true,SIN,Asia Pacific,Singapore,251 ms,4807 kB/s
47.237.8.82,2087,true,SIN,Asia Pacific,Singapore,232 ms,4802 kB/s
47.237.10.1,8443,true,SIN,Asia Pacific,Singapore,237 ms,4792 kB/s
47.236.165.25,2083,true,SIN,Asia Pacific,Singapore,233 ms,4782 kB/s
47.236.169.15,2087,true,SIN,Asia Pacific,Singapore,225 ms,4776 kB/s
47.237.11.182,2087,true,SIN,Asia Pacific,Singapore,217 ms,4774 kB/s
8.209.84.63,443,true,FRA,Europe,Frankfurt,262 ms,4764 kB/s
47.236.146.249,2083,true,SIN,Asia Pacific,Singapore,224 ms,4758 kB/s
47.237.95.140,8443,true,SIN,Asia Pacific,Singapore,232 ms,4753 kB/s
47.237.81.112,2083,true,SIN,Asia Pacific,Singapore,227 ms,4732 kB/s
47.76.159.146,2083,true,HKG,Asia Pacific,Hong Kong,57 ms,4728 kB/s
47.237.0.31,2087,true,SIN,Asia Pacific,Singapore,227 ms,4728 kB/s
47.236.87.246,8443,true,SIN,Asia Pacific,Singapore,231 ms,4654 kB/s
47.237.100.206,2083,true,SIN,Asia Pacific,Singapore,219 ms,4648 kB/s
47.237.100.206,8443,true,SIN,Asia Pacific,Singapore,246 ms,4627 kB/s
47.236.169.15,2053,true,SIN,Asia Pacific,Singapore,225 ms,4626 kB/s
47.237.95.140,2053,true,SIN,Asia Pacific,Singapore,235 ms,4622 kB/s
47.236.146.249,2087,true,SIN,Asia Pacific,Singapore,225 ms,4604 kB/s
47.236.144.208,2096,true,SIN,Asia Pacific,Singapore,252 ms,4572 kB/s
47.236.97.90,8443,true,SIN,Asia Pacific,Singapore,230 ms,4562 kB/s
8.211.13.91,443,true,FRA,Europe,Frankfurt,279 ms,4559 kB/s
47.236.144.48,2087,true,SIN,Asia Pacific,Singapore,222 ms,4544 kB/s
47.237.14.220,2083,true,SIN,Asia Pacific,Singapore,237 ms,4536 kB/s
47.237.83.20,2053,true,SIN,Asia Pacific,Singapore,226 ms,4514 kB/s
47.236.166.131,2083,true,SIN,Asia Pacific,Singapore,224 ms,4510 kB/s
8.211.0.57,443,true,FRA,Europe,Frankfurt,273 ms,4507 kB/s
47.237.82.15,2053,true,SIN,Asia Pacific,Singapore,237 ms,4502 kB/s
47.237.83.20,8443,true,SIN,Asia Pacific,Singapore,235 ms,4490 kB/s
47.236.9.152,2096,true,SIN,Asia Pacific,Singapore,224 ms,4485 kB/s
47.236.97.90,2087,true,SIN,Asia Pacific,Singapore,226 ms,4482 kB/s
8.209.103.144,443,true,FRA,Europe,Frankfurt,276 ms,4479 kB/s
47.236.158.158,8443,true,SIN,Asia Pacific,Singapore,226 ms,4479 kB/s
47.236.167.231,2096,true,SIN,Asia Pacific,Singapore,232 ms,4454 kB/s
47.236.205.188,2053,true,SIN,Asia Pacific,Singapore,225 ms,4454 kB/s
47.237.100.206,2096,true,SIN,Asia Pacific,Singapore,225 ms,4420 kB/s
47.237.8.82,8443,true,SIN,Asia Pacific,Singapore,230 ms,4420 kB/s
47.237.95.13,8443,true,SIN,Asia Pacific,Singapore,232 ms,4419 kB/s
47.236.102.102,2096,true,SIN,Asia Pacific,Singapore,248 ms,4415 kB/s
47.236.205.188,2087,true,SIN,Asia Pacific,Singapore,222 ms,4402 kB/s
47.237.8.82,2083,true,SIN,Asia Pacific,Singapore,231 ms,4378 kB/s
47.237.0.31,8443,true,SIN,Asia Pacific,Singapore,223 ms,4359 kB/s
47.237.92.26,2053,true,SIN,Asia Pacific,Singapore,227 ms,4355 kB/s
47.236.93.176,2096,true,SIN,Asia Pacific,Singapore,232 ms,4340 kB/s
8.209.100.184,443,true,FRA,Europe,Frankfurt,272 ms,4338 kB/s
47.236.102.102,8443,true,SIN,Asia Pacific,Singapore,237 ms,4319 kB/s
47.237.86.185,2096,true,SIN,Asia Pacific,Singapore,240 ms,4274 kB/s
47.236.145.85,2096,true,SIN,Asia Pacific,Singapore,229 ms,4268 kB/s
47.236.172.95,2053,true,SIN,Asia Pacific,Singapore,239 ms,4265 kB/s
47.236.146.249,443,true,SIN,Asia Pacific,Singapore,231 ms,4248 kB/s
47.236.166.131,2087,true,SIN,Asia Pacific,Singapore,228 ms,4226 kB/s
47.236.118.216,8443,true,SIN,Asia Pacific,Singapore,227 ms,4210 kB/s
47.236.144.156,2087,true,SIN,Asia Pacific,Singapore,248 ms,4209 kB/s
47.237.10.1,2096,true,SIN,Asia Pacific,Singapore,257 ms,4207 kB/s
8.217.90.154,443,true,HKG,Asia Pacific,Hong Kong,54 ms,4188 kB/s
8.209.72.204,443,true,FRA,Europe,Frankfurt,259 ms,4153 kB/s
47.237.83.20,2087,true,SIN,Asia Pacific,Singapore,224 ms,4149 kB/s
47.236.10.100,8443,true,SIN,Asia Pacific,Singapore,233 ms,4120 kB/s
47.237.81.112,2053,true,SIN,Asia Pacific,Singapore,243 ms,4115 kB/s
47.237.14.220,2096,true,SIN,Asia Pacific,Singapore,230 ms,4115 kB/s
47.236.5.223,2087,true,SIN,Asia Pacific,Singapore,220 ms,4079 kB/s
47.236.145.85,443,true,SIN,Asia Pacific,Singapore,238 ms,4072 kB/s
47.236.9.152,2083,true,SIN,Asia Pacific,Singapore,227 ms,4055 kB/s
47.237.95.146,2083,true,SIN,Asia Pacific,Singapore,242 ms,4047 kB/s
47.236.158.158,2083,true,SIN,Asia Pacific,Singapore,234 ms,4020 kB/s
47.236.174.206,2087,true,SIN,Asia Pacific,Singapore,226 ms,4009 kB/s
47.237.95.146,2053,true,SIN,Asia Pacific,Singapore,226 ms,4009 kB/s
47.236.144.196,8443,true,SIN,Asia Pacific,Singapore,238 ms,3999 kB/s
47.237.8.82,2096,true,SIN,Asia Pacific,Singapore,222 ms,3996 kB/s
47.236.93.176,2083,true,SIN,Asia Pacific,Singapore,230 ms,3983 kB/s
47.236.167.231,2083,true,SIN,Asia Pacific,Singapore,230 ms,3979 kB/s
47.237.8.82,2053,true,SIN,Asia Pacific,Singapore,237 ms,3975 kB/s
47.237.100.206,2053,true,SIN,Asia Pacific,Singapore,235 ms,3961 kB/s
47.236.145.85,2087,true,SIN,Asia Pacific,Singapore,239 ms,3958 kB/s
47.236.202.91,2083,true,SIN,Asia Pacific,Singapore,233 ms,3954 kB/s
47.236.121.23,2053,true,SIN,Asia Pacific,Singapore,235 ms,3935 kB/s
47.237.14.220,2053,true,SIN,Asia Pacific,Singapore,231 ms,3921 kB/s
47.236.145.85,2083,true,SIN,Asia Pacific,Singapore,229 ms,3913 kB/s
47.236.174.206,2083,true,SIN,Asia Pacific,Singapore,239 ms,3884 kB/s
47.236.121.23,8443,true,SIN,Asia Pacific,Singapore,233 ms,3873 kB/s
47.237.95.13,2096,true,SIN,Asia Pacific,Singapore,248 ms,3839 kB/s
47.76.204.76,2096,true,HKG,Asia Pacific,Hong Kong,61 ms,3826 kB/s
47.237.86.185,8443,true,SIN,Asia Pacific,Singapore,245 ms,3817 kB/s
47.236.118.216,2083,true,SIN,Asia Pacific,Singapore,240 ms,3813 kB/s
47.236.145.85,2053,true,SIN,Asia Pacific,Singapore,237 ms,3797 kB/s
47.236.149.107,2087,true,SIN,Asia Pacific,Singapore,227 ms,3795 kB/s
47.76.146.1,2096,true,HKG,Asia Pacific,Hong Kong,60 ms,3793 kB/s
47.236.145.85,8443,true,SIN,Asia Pacific,Singapore,249 ms,3787 kB/s
47.236.146.249,2096,true,SIN,Asia Pacific,Singapore,222 ms,3781 kB/s
47.237.92.26,2087,true,SIN,Asia Pacific,Singapore,225 ms,3727 kB/s
47.237.10.1,2053,true,SIN,Asia Pacific,Singapore,229 ms,3708 kB/s
47.236.149.107,2053,true,SIN,Asia Pacific,Singapore,218 ms,3702 kB/s
47.237.82.15,2096,true,SIN,Asia Pacific,Singapore,217 ms,3688 kB/s
47.236.93.176,8443,true,SIN,Asia Pacific,Singapore,234 ms,3663 kB/s
47.237.86.185,2087,true,SIN,Asia Pacific,Singapore,229 ms,3657 kB/s
47.236.150.13,2053,true,SIN,Asia Pacific,Singapore,223 ms,3640 kB/s
47.237.95.156,2053,true,SIN,Asia Pacific,Singapore,241 ms,3615 kB/s
47.236.118.216,2087,true,SIN,Asia Pacific,Singapore,231 ms,3605 kB/s
47.236.144.208,2053,true,SIN,Asia Pacific,Singapore,232 ms,3602 kB/s
47.237.84.173,8443,true,SIN,Asia Pacific,Singapore,249 ms,3593 kB/s
47.236.125.62,2083,true,NRT,Asia Pacific,Tokyo,300 ms,3587 kB/s
47.237.86.185,2083,true,SIN,Asia Pacific,Singapore,232 ms,3586 kB/s
47.236.123.133,2087,true,SIN,Asia Pacific,Singapore,224 ms,3573 kB/s
47.237.84.173,2053,true,SIN,Asia Pacific,Singapore,211 ms,3571 kB/s
47.237.95.140,2083,true,SIN,Asia Pacific,Singapore,234 ms,3529 kB/s
47.236.10.182,2083,true,SIN,Asia Pacific,Singapore,256 ms,3527 kB/s
47.237.86.185,2053,true,SIN,Asia Pacific,Singapore,229 ms,3519 kB/s
47.236.174.206,2096,true,SIN,Asia Pacific,Singapore,245 ms,3506 kB/s
47.236.253.41,2053,true,SIN,Asia Pacific,Singapore,239 ms,3495 kB/s
47.236.85.11,8443,true,SIN,Asia Pacific,Singapore,212 ms,3457 kB/s
47.236.9.152,2087,true,SIN,Asia Pacific,Singapore,222 ms,3435 kB/s
47.236.253.41,8443,true,SIN,Asia Pacific,Singapore,230 ms,3368 kB/s
47.236.93.176,2087,true,SIN,Asia Pacific,Singapore,235 ms,3353 kB/s
47.236.10.182,8443,true,SIN,Asia Pacific,Singapore,224 ms,3343 kB/s
47.236.125.62,8443,true,NRT,Asia Pacific,Tokyo,313 ms,3336 kB/s
47.237.82.15,2087,true,SIN,Asia Pacific,Singapore,223 ms,3260 kB/s
47.236.125.62,2087,true,NRT,Asia Pacific,Tokyo,296 ms,3237 kB/s
47.236.125.62,2096,true,NRT,Asia Pacific,Tokyo,295 ms,3196 kB/s
47.236.253.41,2083,true,SIN,Asia Pacific,Singapore,222 ms,3094 kB/s
47.91.72.171,443,true,FRA,Europe,Frankfurt,260 ms,3087 kB/s
47.236.180.51,8443,true,SIN,Asia Pacific,Singapore,223 ms,3025 kB/s
47.236.169.164,2083,true,SIN,Asia Pacific,Singapore,224 ms,2920 kB/s
47.236.170.225,2053,true,SIN,Asia Pacific,Singapore,235 ms,2894 kB/s
47.237.94.140,2053,true,SIN,Asia Pacific,Singapore,236 ms,2873 kB/s
47.76.94.15,2096,true,HKG,Asia Pacific,Hong Kong,61 ms,2825 kB/s
47.237.11.182,8443,true,SIN,Asia Pacific,Singapore,243 ms,2738 kB/s
47.236.125.62,2053,true,NRT,Asia Pacific,Tokyo,304 ms,2671 kB/s
8.209.108.205,443,true,FRA,Europe,Frankfurt,266 ms,2503 kB/s
47.254.150.108,443,true,FRA,Europe,Frankfurt,271 ms,2460 kB/s
47.91.76.153,443,true,FRA,Europe,Frankfurt,271 ms,2309 kB/s
8.211.4.168,443,true,FRA,Europe,Frankfurt,276 ms,2233 kB/s
47.90.141.204,443,true,LAX,North America,Los Angeles,251 ms,2214 kB/s
47.237.94.140,2087,true,SIN,Asia Pacific,Singapore,222 ms,2198 kB/s
47.236.167.231,2053,true,SIN,Asia Pacific,Singapore,221 ms,2165 kB/s
47.91.74.63,443,true,FRA,Europe,Frankfurt,271 ms,2073 kB/s
47.236.102.102,2053,true,SIN,Asia Pacific,Singapore,244 ms,1811 kB/s
47.76.94.15,2083,true,HKG,Asia Pacific,Hong Kong,58 ms,1804 kB/s
47.236.174.206,8443,true,SIN,Asia Pacific,Singapore,240 ms,1760 kB/s
47.236.146.249,8443,true,SIN,Asia Pacific,Singapore,254 ms,1570 kB/s
47.89.191.155,443,true,IAD,North America,Ashburn,245 ms,1528 kB/s
47.76.159.146,2096,true,HKG,Asia Pacific,Hong Kong,58 ms,1452 kB/s
47.76.146.1,8443,true,HKG,Asia Pacific,Hong Kong,59 ms,1385 kB/s
47.237.94.140,2083,true,SIN,Asia Pacific,Singapore,228 ms,1379 kB/s
47.236.113.184,443,true,SIN,Asia Pacific,Singapore,242 ms,1327 kB/s
47.236.253.41,2096,true,SIN,Asia Pacific,Singapore,240 ms,1193 kB/s
47.236.253.41,2087,true,SIN,Asia Pacific,Singapore,240 ms,1164 kB/s
8.218.63.172,443,true,HKG,Asia Pacific,Hong Kong,56 ms,787 kB/s
47.236.170.225,2096,true,SIN,Asia Pacific,Singapore,228 ms,627 kB/s
47.76.94.15,2087,true,HKG,Asia Pacific,Hong Kong,63 ms,512 kB/s
47.76.94.15,8443,true,HKG,Asia Pacific,Hong Kong,58 ms,489 kB/s
47.76.204.76,8443,true,HKG,Asia Pacific,Hong Kong,67 ms,396 kB/s
8.210.101.157,2087,true,HKG,Asia Pacific,Hong Kong,63 ms,390 kB/s
47.76.159.146,8443,true,HKG,Asia Pacific,Hong Kong,61 ms,352 kB/s
47.236.118.216,2096,true,SIN,Asia Pacific,Singapore,245 ms,182 kB/s
8.210.92.27,443,true,HKG,Asia Pacific,Hong Kong,61 ms,15 kB/s
47.236.168.17,2087,true,SIN,Asia Pacific,Singapore,232 ms,0 kB/s
47.236.167.231,8443,true,SIN,Asia Pacific,Singapore,227 ms,0 kB/s
47.236.170.225,8443,true,SIN,Asia Pacific,Singapore,220 ms,0 kB/s
47.76.146.1,2083,true,HKG,Asia Pacific,Hong Kong,58 ms,0 kB/s
8.219.49.65,2083,true,SIN,Asia Pacific,Singapore,226 ms,0 kB/s
47.236.167.231,2087,true,SIN,Asia Pacific,Singapore,221 ms,0 kB/s
47.236.237.90,2087,true,SIN,Asia Pacific,Singapore,225 ms,0 kB/s
47.76.94.15,2053,true,HKG,Asia Pacific,Hong Kong,63 ms,0 kB/s
8.210.101.157,2053,true,HKG,Asia Pacific,Hong Kong,63 ms,0 kB/s
47.236.254.120,2083,true,SIN,Asia Pacific,Singapore,235 ms,0 kB/s
47.237.95.146,2096,true,SIN,Asia Pacific,Singapore,226 ms,0 kB/s
8.209.67.255,443,true,FRA,Europe,Frankfurt,266 ms,0 kB/s
47.237.94.140,2096,true,SIN,Asia Pacific,Singapore,242 ms,0 kB/s
